               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  16,            0.027598,            0.017774,          0.00047102,             0.85123,             0.81762,               0.888,             0.60083,            0.030795,           0.0097723,           0.0004203,            0.009505,            0.009505,            0.009505
                  17,            0.027218,            0.017614,          0.00044733,             0.87084,               0.825,             0.89584,             0.61486,            0.030174,           0.0096216,          0.00048675,            0.009472,            0.009472,            0.009472
                  18,             0.02712,            0.017563,          0.00043504,             0.85342,             0.83852,             0.88858,             0.60168,            0.030366,            0.009631,          0.00041676,            0.009439,            0.009439,            0.009439
                  19,            0.026928,            0.017485,          0.00042186,             0.84803,             0.85246,             0.89669,             0.61731,            0.029498,           0.0095758,          0.00040063,            0.009406,            0.009406,            0.009406
                  20,            0.026397,            0.017175,           0.0003982,             0.85538,             0.83402,             0.89201,             0.61252,            0.030876,            0.009554,             0.00043,            0.009373,            0.009373,            0.009373
                  21,            0.026511,            0.017193,          0.00040115,             0.86138,             0.85533,             0.90097,             0.61186,            0.029714,           0.0094359,          0.00038748,             0.00934,             0.00934,             0.00934
                  22,              0.0264,            0.017024,           0.0004022,             0.86821,             0.83699,             0.89475,              0.6132,             0.03026,           0.0095397,          0.00037253,            0.009307,            0.009307,            0.009307
                  23,            0.025938,            0.017023,          0.00037633,             0.86949,             0.83607,             0.89739,             0.62158,            0.029828,            0.009624,          0.00041541,            0.009274,            0.009274,            0.009274
                  24,            0.025632,            0.017404,          0.00037132,             0.85487,             0.83811,              0.8959,             0.61483,            0.030124,           0.0096277,          0.00037847,            0.009241,            0.009241,            0.009241
                  25,            0.025493,            0.016498,          0.00035954,             0.83618,             0.85943,             0.89851,             0.61635,            0.029465,            0.009703,          0.00036133,            0.009208,            0.009208,            0.009208
                  26,            0.025458,            0.016878,          0.00034669,             0.85454,             0.84754,             0.89265,             0.61253,            0.030076,           0.0097425,          0.00036835,            0.009175,            0.009175,            0.009175
                  27,             0.02532,            0.016788,          0.00034779,             0.86461,             0.85287,             0.89976,             0.62768,            0.029489,           0.0094543,          0.00041479,            0.009142,            0.009142,            0.009142
                  28,            0.025284,            0.016726,          0.00033748,             0.86169,             0.84959,             0.90453,             0.62556,            0.029895,            0.009462,          0.00032728,            0.009109,            0.009109,            0.009109
                  29,            0.025258,            0.016501,          0.00033652,             0.85173,             0.85463,             0.90038,             0.62793,            0.029717,           0.0093958,          0.00033849,            0.009076,            0.009076,            0.009076
                  30,            0.024938,            0.016495,          0.00033577,             0.86979,             0.84323,             0.90352,              0.6294,             0.02908,           0.0093631,          0.00030095,            0.009043,            0.009043,            0.009043
                  31,            0.024692,            0.016289,           0.0003159,             0.84502,             0.85807,             0.90051,             0.63047,            0.029362,           0.0095312,          0.00034058,             0.00901,             0.00901,             0.00901
                  32,            0.024565,            0.016261,          0.00031466,             0.86883,              0.8605,             0.90598,             0.63469,            0.028599,           0.0095111,          0.00037139,            0.008977,            0.008977,            0.008977
                  33,            0.024586,            0.016158,           0.0003165,             0.84884,             0.86761,             0.90406,             0.63012,            0.029265,           0.0095619,          0.00037095,            0.008944,            0.008944,            0.008944
                  34,            0.024528,            0.016323,          0.00031231,              0.8176,             0.86598,             0.89342,             0.62881,            0.029795,           0.0096307,           0.0003229,            0.008911,            0.008911,            0.008911
                  35,            0.024318,            0.015984,          0.00030102,             0.85235,             0.86598,              0.9033,             0.64282,            0.028707,           0.0094171,          0.00040092,            0.008878,            0.008878,            0.008878
