               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  68,            0.023314,            0.010168,          0.00015834,             0.86821,             0.79089,             0.83686,             0.55123,             0.03727,           0.0077738,          0.00015874,           0.0066835,           0.0066835,           0.0066835
                  69,             0.02334,             0.01011,          0.00015378,             0.86564,              0.7868,             0.83991,             0.54963,             0.03738,            0.007782,          0.00015889,            0.006634,            0.006634,            0.006634
                  70,            0.023039,            0.010076,          0.00014596,             0.86301,              0.7868,             0.84009,             0.55015,            0.037434,           0.0078049,          0.00015635,           0.0065845,           0.0065845,           0.0065845
                  71,            0.023083,           0.0099278,          0.00015333,             0.87773,             0.77154,             0.83729,             0.55051,            0.037325,           0.0078159,          0.00015304,            0.006535,            0.006535,            0.006535
                  72,            0.023155,            0.010146,          0.00014829,             0.89577,              0.7611,             0.83895,             0.55405,            0.037196,            0.007808,           0.0001468,           0.0064855,           0.0064855,           0.0064855
                  73,            0.023116,            0.010016,          0.00014913,             0.89242,              0.7704,             0.84207,             0.55445,            0.037016,           0.0077968,          0.00015038,            0.006436,            0.006436,            0.006436
                  74,            0.022829,           0.0099576,          0.00014796,             0.90133,             0.76694,             0.84043,             0.55417,            0.036973,           0.0078163,          0.00015336,           0.0063865,           0.0063865,           0.0063865
                  75,            0.022817,             0.01009,           0.0001477,             0.89104,             0.77161,             0.83992,             0.55376,            0.036957,           0.0078122,          0.00015673,            0.006337,            0.006337,            0.006337
                  76,             0.02286,           0.0099352,          0.00014466,             0.88761,             0.77498,             0.83994,             0.55478,             0.03695,           0.0078124,          0.00016331,           0.0062875,           0.0062875,           0.0062875
                  77,            0.022594,           0.0099739,          0.00014384,             0.88916,             0.77745,             0.84248,             0.55621,            0.036912,           0.0078198,          0.00016529,            0.006238,            0.006238,            0.006238
                  78,            0.022688,           0.0098825,          0.00014248,             0.87673,              0.7903,             0.84309,             0.55627,            0.036897,           0.0078685,          0.00016195,           0.0061885,           0.0061885,           0.0061885
                  79,            0.022472,           0.0098744,          0.00014407,             0.88798,             0.77324,             0.84026,              0.5577,            0.036819,           0.0078654,          0.00015945,            0.006139,            0.006139,            0.006139
                  80,            0.022303,           0.0096456,          0.00014097,             0.87572,             0.78505,             0.84289,             0.55776,            0.036818,            0.007877,          0.00015412,           0.0060895,           0.0060895,           0.0060895
                  81,            0.022399,           0.0097789,          0.00013962,             0.87857,             0.78187,             0.84346,             0.55882,            0.036782,           0.0078827,          0.00015283,             0.00604,             0.00604,             0.00604
                  82,            0.022307,           0.0096269,          0.00013872,             0.88398,             0.77629,             0.84305,               0.558,            0.036802,           0.0078932,          0.00015454,           0.0059905,           0.0059905,           0.0059905
                  83,            0.022248,           0.0098269,           0.0001405,              0.8943,              0.7722,             0.84432,             0.55964,            0.036807,           0.0078796,          0.00015294,            0.005941,            0.005941,            0.005941
                  84,            0.022056,           0.0096852,          0.00013964,             0.89118,             0.77804,             0.84588,             0.55942,            0.036815,           0.0078757,          0.00015435,           0.0058915,           0.0058915,           0.0058915
                  85,            0.022082,           0.0096852,          0.00013728,             0.88821,             0.78037,             0.84667,             0.56091,            0.036799,             0.00786,          0.00015113,            0.005842,            0.005842,            0.005842
                  86,            0.021883,           0.0097042,           0.0001384,             0.88204,             0.78855,             0.84809,             0.56253,            0.036726,           0.0078476,          0.00014864,           0.0057925,           0.0057925,           0.0057925
                  87,            0.022093,            0.009707,           0.0001353,             0.88168,             0.78271,             0.84482,             0.56183,            0.036776,           0.0078409,          0.00014703,            0.005743,            0.005743,            0.005743
                  88,            0.021575,           0.0095915,          0.00013459,             0.87861,             0.78636,             0.84373,             0.56064,             0.03685,           0.0078443,          0.00014874,           0.0056935,           0.0056935,           0.0056935
                  89,            0.021586,           0.0095031,          0.00013384,             0.87815,             0.78271,             0.84549,             0.56074,             0.03693,           0.0078531,          0.00015097,            0.005644,            0.005644,            0.005644
                  90,            0.021544,           0.0094625,          0.00013376,              0.8842,             0.77804,             0.84627,             0.56023,            0.036974,           0.0078636,          0.00015131,           0.0055945,           0.0055945,           0.0055945
                  91,            0.021327,           0.0094462,          0.00013348,             0.88414,             0.78154,             0.84684,             0.56096,            0.037003,           0.0078805,          0.00015479,            0.005545,            0.005545,            0.005545
                  92,            0.021335,           0.0094733,          0.00013312,             0.88917,             0.77687,             0.84411,             0.55934,            0.037028,            0.007893,          0.00015548,           0.0054955,           0.0054955,           0.0054955
                  93,            0.021377,           0.0094254,          0.00013398,             0.88281,             0.78388,             0.84517,             0.55948,            0.037036,           0.0079039,          0.00015483,            0.005446,            0.005446,            0.005446
                  94,            0.021292,           0.0092974,          0.00013187,             0.88255,             0.77688,             0.84523,             0.56021,            0.037023,           0.0079193,          0.00015614,           0.0053965,           0.0053965,           0.0053965
                  95,            0.021178,           0.0093499,          0.00012734,             0.87859,             0.77687,             0.84473,              0.5608,            0.037005,           0.0079318,           0.0001578,            0.005347,            0.005347,            0.005347
                  96,            0.020829,           0.0093158,          0.00012747,             0.87798,             0.77687,             0.84475,             0.56122,            0.036982,           0.0079363,          0.00015887,           0.0052975,           0.0052975,           0.0052975
                  97,             0.02127,            0.009269,          0.00012795,             0.90164,             0.76034,             0.84483,              0.5611,            0.036974,           0.0079495,          0.00016159,            0.005248,            0.005248,            0.005248
                  98,            0.021015,           0.0092326,          0.00012655,              0.8991,             0.76514,             0.84624,             0.56172,            0.036955,           0.0079604,          0.00016359,           0.0051985,           0.0051985,           0.0051985
                  99,            0.021004,           0.0093116,          0.00012507,               0.901,             0.76548,             0.84672,             0.56259,            0.036927,           0.0079693,          0.00016451,            0.005149,            0.005149,            0.005149
                 100,            0.020716,           0.0091758,          0.00012204,             0.90041,             0.76811,             0.84531,             0.56213,            0.036907,           0.0079748,          0.00016668,           0.0050995,           0.0050995,           0.0050995
                 101,            0.020777,           0.0090282,          0.00012333,             0.89857,             0.76752,             0.84511,             0.56274,            0.036894,           0.0079775,          0.00016742,             0.00505,             0.00505,             0.00505
                 102,            0.020941,            0.009162,           0.0001242,             0.90173,             0.76648,             0.84607,             0.56303,            0.036886,           0.0079801,          0.00016864,           0.0050005,           0.0050005,           0.0050005
                 103,            0.020662,            0.009148,          0.00012027,             0.88797,             0.77921,             0.84651,             0.56333,             0.03688,           0.0079873,          0.00017108,            0.004951,            0.004951,            0.004951
                 104,            0.020593,           0.0090889,          0.00012052,             0.89538,              0.7757,             0.84549,             0.56263,            0.036872,           0.0079955,          0.00017305,           0.0049015,           0.0049015,           0.0049015
                 105,            0.020557,           0.0091423,          0.00011968,             0.89737,             0.77512,             0.84664,              0.5628,             0.03687,           0.0080041,          0.00017483,            0.004852,            0.004852,            0.004852
                 106,             0.02078,           0.0090896,           0.0001189,             0.89488,             0.77629,             0.84741,             0.56304,            0.036869,           0.0080088,          0.00017586,           0.0048025,           0.0048025,           0.0048025
                 107,            0.020405,           0.0089517,          0.00011853,              0.8951,             0.77395,             0.84677,             0.56305,            0.036858,           0.0080166,          0.00017687,            0.004753,            0.004753,            0.004753
                 108,            0.020038,           0.0090537,           0.0001159,             0.89431,             0.77395,             0.84626,              0.5627,            0.036851,           0.0080214,          0.00017683,           0.0047035,           0.0047035,           0.0047035
                 109,            0.020151,           0.0089385,          0.00011739,             0.89512,             0.77274,             0.84639,             0.56375,            0.036848,           0.0080286,          0.00017786,            0.004654,            0.004654,            0.004654
                 110,            0.019837,           0.0088338,           0.0001166,             0.89691,             0.77278,             0.84597,             0.56394,            0.036843,           0.0080336,          0.00017837,           0.0046045,           0.0046045,           0.0046045
                 111,            0.019985,           0.0087913,          0.00011556,              0.9015,             0.76986,             0.84594,             0.56325,            0.036849,           0.0080399,          0.00017928,            0.004555,            0.004555,            0.004555
                 112,            0.019964,           0.0088771,           0.0001127,             0.90234,             0.77044,             0.84615,             0.56296,            0.036856,           0.0080454,          0.00017984,           0.0045055,           0.0045055,           0.0045055
                 113,            0.019974,           0.0087829,          0.00011235,             0.90081,             0.77336,             0.84631,             0.56271,            0.036867,            0.008047,           0.0001799,            0.004456,            0.004456,            0.004456
                 114,            0.019933,           0.0089131,          0.00011188,             0.90205,             0.76869,             0.84629,             0.56319,            0.036875,           0.0080481,          0.00018017,           0.0044065,           0.0044065,           0.0044065
                 115,            0.019848,           0.0088362,          0.00011336,             0.90155,             0.77025,             0.84659,             0.56365,            0.036873,           0.0080502,          0.00018052,            0.004357,            0.004357,            0.004357
                 116,            0.019528,           0.0086276,          0.00011096,             0.90017,             0.77044,             0.84653,             0.56387,            0.036868,           0.0080539,          0.00018134,           0.0043075,           0.0043075,           0.0043075
                 117,              0.0196,           0.0087023,          0.00011004,             0.90228,             0.77044,             0.84668,             0.56384,            0.036868,           0.0080606,          0.00018139,            0.004258,            0.004258,            0.004258
                 118,            0.019634,           0.0086991,          0.00011051,             0.89972,             0.76928,             0.84584,             0.56429,            0.036859,           0.0080656,          0.00018126,           0.0042085,           0.0042085,           0.0042085
                 119,            0.019536,           0.0087031,          0.00010851,             0.90095,             0.77036,             0.84603,              0.5649,            0.036852,           0.0080721,          0.00018188,            0.004159,            0.004159,            0.004159
                 120,            0.019257,           0.0086526,          0.00010846,              0.8966,             0.76987,             0.84584,             0.56504,            0.036836,           0.0080771,          0.00018257,           0.0041095,           0.0041095,           0.0041095
                 121,            0.019243,           0.0086335,          0.00010904,             0.90279,             0.76869,             0.84801,             0.56555,            0.036826,           0.0080827,           0.0001833,             0.00406,             0.00406,             0.00406
                 122,            0.019384,           0.0085917,          0.00010605,             0.90605,             0.76614,             0.84746,             0.56569,            0.036816,           0.0080897,          0.00018399,           0.0040105,           0.0040105,           0.0040105
                 123,            0.019129,           0.0086582,          0.00010406,             0.90622,             0.76636,             0.84677,             0.56556,            0.036809,           0.0080951,           0.0001844,            0.003961,            0.003961,            0.003961
                 124,            0.018968,           0.0086089,          0.00010161,             0.90791,             0.76587,             0.84615,             0.56524,            0.036795,           0.0080996,          0.00018524,           0.0039115,           0.0039115,           0.0039115
                 125,            0.019126,           0.0085316,          0.00010134,             0.91055,             0.76707,             0.84582,             0.56496,            0.036789,           0.0081062,           0.0001864,            0.003862,            0.003862,            0.003862
                 126,            0.019035,           0.0083994,          0.00010135,             0.90987,             0.76577,             0.84585,             0.56528,            0.036797,           0.0081121,          0.00018758,           0.0038125,           0.0038125,           0.0038125
                 127,            0.018852,           0.0084985,          0.00010005,             0.90385,             0.76874,              0.8465,             0.56567,            0.036795,           0.0081174,          0.00018811,            0.003763,            0.003763,            0.003763
                 128,            0.018809,           0.0083552,          9.9963e-05,             0.90385,             0.76928,             0.84673,              0.5662,            0.036801,            0.008122,           0.0001892,           0.0037135,           0.0037135,           0.0037135
                 129,            0.018759,           0.0083042,           9.851e-05,              0.9103,             0.76694,             0.84722,             0.56657,            0.036804,           0.0081299,          0.00019087,            0.003664,            0.003664,            0.003664
                 130,            0.018544,            0.008381,          9.8853e-05,             0.90952,             0.76811,             0.84687,             0.56719,             0.03682,           0.0081364,          0.00019235,           0.0036145,           0.0036145,           0.0036145
                 131,            0.018721,           0.0083854,          9.8703e-05,             0.91217,             0.76694,             0.84642,             0.56775,            0.036828,           0.0081429,          0.00019386,            0.003565,            0.003565,            0.003565
                 132,            0.018465,           0.0081871,          9.7587e-05,             0.90645,             0.77044,             0.84617,             0.56772,            0.036836,           0.0081487,          0.00019521,           0.0035155,           0.0035155,           0.0035155
                 133,            0.018581,           0.0084526,          9.4965e-05,             0.90766,             0.76933,             0.84539,             0.56722,            0.036838,           0.0081543,           0.0001966,            0.003466,            0.003466,            0.003466
                 134,            0.018216,           0.0081558,          9.4344e-05,             0.90752,             0.76986,             0.84504,             0.56706,             0.03683,           0.0081585,          0.00019789,           0.0034165,           0.0034165,           0.0034165
                 135,            0.018469,           0.0082354,          9.3019e-05,             0.90892,             0.76943,             0.84518,             0.56694,            0.036828,           0.0081651,          0.00019907,            0.003367,            0.003367,            0.003367
                 136,            0.018138,           0.0082248,          9.1866e-05,             0.91067,             0.76928,              0.8447,               0.567,            0.036835,           0.0081725,          0.00020013,           0.0033175,           0.0033175,           0.0033175
                 137,            0.018126,           0.0081961,          9.1397e-05,             0.90986,             0.76986,             0.84467,             0.56663,            0.036838,            0.008177,          0.00020069,            0.003268,            0.003268,            0.003268
                 138,            0.018017,            0.008141,          8.9433e-05,             0.91369,             0.76679,             0.84493,             0.56748,            0.036842,            0.008182,          0.00020216,           0.0032185,           0.0032185,           0.0032185
                 139,             0.01808,           0.0081203,          8.8067e-05,             0.91325,             0.76752,             0.84484,             0.56755,             0.03685,           0.0081893,          0.00020387,            0.003169,            0.003169,            0.003169
                 140,            0.018087,           0.0081572,          8.7711e-05,             0.91383,             0.76815,              0.8446,             0.56741,            0.036857,            0.008192,          0.00020479,           0.0031195,           0.0031195,           0.0031195
                 141,            0.018007,           0.0081472,           8.785e-05,             0.91352,             0.76869,             0.84518,             0.56733,             0.03686,           0.0081974,            0.000206,             0.00307,             0.00307,             0.00307
                 142,            0.017759,           0.0080704,          8.3273e-05,              0.9128,             0.77041,             0.84519,             0.56773,            0.036866,           0.0082033,          0.00020755,           0.0030205,           0.0030205,           0.0030205
                 143,            0.017817,            0.008039,           8.447e-05,             0.91299,             0.77222,             0.84573,              0.5681,             0.03687,           0.0082093,          0.00020897,            0.002971,            0.002971,            0.002971
                 144,            0.017482,           0.0079863,          8.3168e-05,              0.9135,              0.7722,              0.8457,              0.5681,             0.03687,           0.0082164,          0.00021011,           0.0029215,           0.0029215,           0.0029215
                 145,             0.01747,           0.0078245,          8.3124e-05,             0.91013,             0.77161,             0.84549,             0.56751,            0.036875,           0.0082243,          0.00021138,            0.002872,            0.002872,            0.002872
                 146,            0.017741,            0.007929,          8.2776e-05,              0.9092,             0.77103,             0.84576,             0.56807,            0.036878,           0.0082323,          0.00021302,           0.0028225,           0.0028225,           0.0028225
                 147,             0.01726,           0.0079803,          7.9994e-05,             0.90922,             0.77044,             0.84564,             0.56873,            0.036883,           0.0082394,          0.00021447,            0.002773,            0.002773,            0.002773
                 148,            0.017289,           0.0078762,          7.9717e-05,             0.90853,             0.76986,              0.8459,             0.56888,            0.036883,           0.0082468,          0.00021596,           0.0027235,           0.0027235,           0.0027235
                 149,            0.017314,           0.0078614,          7.9314e-05,             0.90832,             0.76971,             0.84589,             0.56907,            0.036886,           0.0082535,          0.00021728,            0.002674,            0.002674,            0.002674
                 150,            0.017194,           0.0077993,          7.7392e-05,             0.90906,             0.77044,             0.84689,             0.56969,            0.036891,           0.0082626,          0.00021819,           0.0026245,           0.0026245,           0.0026245
                 151,            0.016915,           0.0076821,          7.6859e-05,             0.90916,             0.77168,             0.84571,             0.56844,            0.036898,           0.0082679,          0.00021903,            0.002575,            0.002575,            0.002575
                 152,            0.017006,           0.0078343,          7.4443e-05,              0.9071,              0.7722,             0.84612,             0.56866,            0.036907,           0.0082764,          0.00021987,           0.0025255,           0.0025255,           0.0025255
                 153,            0.017212,           0.0076432,          7.5128e-05,             0.90954,             0.76928,             0.84597,             0.56893,            0.036913,           0.0082861,          0.00022046,            0.002476,            0.002476,            0.002476
                 154,            0.016757,           0.0076733,          7.3944e-05,             0.90755,             0.76928,             0.84525,             0.56919,            0.036923,           0.0082934,           0.0002211,           0.0024265,           0.0024265,           0.0024265
                 155,            0.016808,            0.007586,          7.1454e-05,             0.90898,             0.76928,             0.84564,             0.56899,             0.03693,           0.0083021,           0.0002219,            0.002377,            0.002377,            0.002377
                 156,            0.016478,            0.007627,          7.0931e-05,             0.90522,             0.76811,             0.84492,             0.56927,            0.036933,           0.0083108,          0.00022282,           0.0023275,           0.0023275,           0.0023275
