               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 144,            0.019334,           0.0076788,          0.00013701,             0.92549,             0.87964,              0.9275,             0.68654,            0.026498,           0.0075327,           0.0001336,            0.005281,            0.005281,            0.005281
                 145,             0.01939,           0.0075213,          0.00013951,             0.92402,             0.87982,             0.92692,             0.68609,            0.026496,           0.0075351,          0.00013371,            0.005248,            0.005248,            0.005248
                 146,            0.019472,           0.0076574,          0.00013817,             0.92402,             0.87976,             0.92748,             0.68555,              0.0265,           0.0075386,          0.00013378,            0.005215,            0.005215,            0.005215
                 147,            0.019316,           0.0074889,          0.00013442,             0.92412,             0.88098,             0.92818,             0.68604,            0.026501,           0.0075401,          0.00013441,            0.005182,            0.005182,            0.005182
                 148,            0.019206,           0.0074075,          0.00013666,             0.92411,              0.8809,              0.9282,             0.68622,            0.026509,           0.0075439,          0.00013495,            0.005149,            0.005149,            0.005149
                 149,            0.019158,           0.0076147,          0.00013367,              0.9247,             0.88094,             0.92716,             0.68625,            0.026514,           0.0075458,          0.00013539,            0.005116,            0.005116,            0.005116
                 150,             0.01916,           0.0074661,          0.00013469,             0.92592,             0.88085,             0.92767,             0.68697,            0.026518,           0.0075488,          0.00013564,            0.005083,            0.005083,            0.005083
                 151,             0.01904,           0.0074683,          0.00013251,             0.92888,             0.87964,             0.92773,             0.68717,            0.026521,            0.007553,          0.00013596,             0.00505,             0.00505,             0.00505
                 152,            0.019118,           0.0076057,          0.00013215,             0.92905,             0.87903,             0.92753,             0.68691,            0.026523,           0.0075542,          0.00013644,            0.005017,            0.005017,            0.005017
                 153,            0.019027,           0.0075644,          0.00012989,             0.92985,             0.87833,             0.92763,             0.68683,            0.026531,           0.0075603,          0.00013706,            0.004984,            0.004984,            0.004984
                 154,               0.019,           0.0075298,          0.00013241,             0.92966,             0.87781,             0.92762,             0.68657,            0.026538,           0.0075615,          0.00013722,            0.004951,            0.004951,            0.004951
